user_name,user_followers,user_friends,user_favourites,potential_bot
Brexit is 💩🕷,299,1299,4280.0,False
KLIM SOROKA,2,13,3.0,True
FORSOL,108,711,9.0,True
News Daily 24,354,161,0.0,True
RDXGOA,3959,16,85.0,False
#PersonalityVic 🌻,1626,1351,656.0,False
Tom Marriott - DM Punk,450,983,689.0,False
Agenparl,6050,2293,0.0,True
🇫🇷🇬🇧Louis - Eva🐶 & Hector🐶🇫🇷,3543,1702,33745.0,False
Jugal / जुगल,7930,965,8286.0,False
Cowonders,3,22,3.0,True
All SOCIAL MEDIA WORLD,14,24,1136.0,True
Louis Kasatkin,434,321,13360.0,False
Davin Sturdivant,1006,1459,18601.0,False
RoySocMed,23271,1504,12523.0,False
UNCDF SHIFT,2067,261,1567.0,False
Brian Wilfred,875,1985,416.0,False
Srila Roy,4795,1122,41874.0,False
𝐋𝐚𝐥𝐢𝐭𝐡𝐚 𝐑𝐚𝐧𝐣𝐚𝐧𝐢,1848,1085,576.0,False
Global Times,1890595,517,282.0,False
Ben-Gurion University of the Negev,6111,828,4024.0,False
Deccan Herald,57693,738,1083.0,False
SnowdogChampion,396,1227,10249.0,True
Richard Humphries,3097,1240,7827.0,False
Roger Sutton ⚡️🧢,156,284,474.0,False
Insurecentric,591,1494,19047.0,False
- Boom -,274,1014,3406.0,False
Technology Decisions,510,181,153.0,False
Jonathan Davis,1444,1287,1790.0,False
FORSOL,108,711,9.0,True
OGenie,76,580,32.0,False
Subhasis Dey,6,0,0.0,True
JB,264,205,256.0,False
DrSheldonCooper,35,124,11.0,False
SSEAC,2306,796,3728.0,False
Ben Wareing,30,103,98.0,False
Floris,5660,6515,862.0,False
BioSense Institute,1631,1001,895.0,False
Psychebar,432,957,184.0,False
JGU,5773,1520,1828.0,False
yelloehelmet,9,103,75.0,True
unicefprotects,5648,1468,1667.0,False
Manchu Scout,21,24,270.0,False
Mukesh Rawat,1028,468,1808.0,False
Musafir Namah,2992,486,1889.0,False
Ethan King,7,30,43.0,True
Deepika Narayan Bhardwaj,72484,2589,9496.0,False
Ayaz Mirzayev,971,1247,7842.0,False
Renewable Power Systems,3008,4873,14849.0,False
Scott Bampton,423,416,622.0,False
Suke,75,79,29.0,False
Filmfare,5100839,286,1697.0,False
COVID Scale,910,2,8.0,True
Natiq Haque | नातिक़ हक़ | ناطق حق,2022,3847,4022.0,False
Big Brother Naija,49419,37444,7141.0,False
Danny Nel,6138,6678,16496.0,False
World Bank Africa,444071,5239,8872.0,False
Moses Odeke Osamai,315,554,10088.0,False
ISN Malaysia🥇,18496,2042,3614.0,False
IANS Tweets,52732,45,66.0,False
IFC EastAsiaPacific,4965,1198,1088.0,False
Musafir Namah,2992,486,1889.0,False
ISGlobal,15938,1431,7900.0,False
Utada Kay,5061,2770,344941.0,False
Claire Moore,3156,1728,2413.0,False
Group-IB,3106,522,328.0,False
Sitendu Das,200,337,248.0,False
devon contract waste,2640,3379,1353.0,False
Shelby County Health,7368,978,1329.0,False
Muhit,615,4998,14331.0,False
RMIT University,55678,1639,2167.0,False
KPOP AGENT B.I.G MIKE 😷 WEARS A DAMN MASK!!,145,452,21426.0,True
Chris Lavender🇬🇧 😷 YES or NO? Make a decision!,92,100,448.0,False
Institut Montaigne_EN,24596,295,3300.0,False
Brewers of Europe,3091,1120,803.0,False
Silicon Valley Business Journal,25507,1718,1909.0,False
Will Slater 🏳️‍🌈☭,907,833,46734.0,False
John Amaechi OBE,47989,7893,46556.0,False
Luca Parisi,66,196,407.0,False
All India Radio News,2488328,17,632.0,False
shikshaabhiyan,859,2180,43133.0,False
KeepItPumping India,1066,579,146.0,False
Bhekisisa,14406,796,2692.0,False
PwC_Luxembourg,6641,1550,10795.0,False
Nelsons,1553,208,1380.0,False
PHE West Midlands,3608,1212,10347.0,False
Cathrine Friberg,2811,2207,3459.0,False
PHE East Midlands,2067,449,6181.0,False
OECD Economics,30861,483,433.0,False
@PHE_EoEngland,2216,766,5929.0,False
WHO/Europe,149599,836,2570.0,False
SP GANJAM,19579,194,2494.0,False
Carol Smith,132,334,528.0,False
Shrutika Sukhi,146,331,244.0,False
Wanderlust,1005,2399,100423.0,False
Lord Roger,50,68,223.0,False
"Centre for Personalised Medicine, Oxford",686,926,645.0,False
VISTA 🇿🇦,4313,3284,1516.0,False
RDCY,657,471,94.0,False
David Chao,2385,2438,123.0,False
Junayd,9526,663,24278.0,False
The Hawk,2096,802,14.0,False
Musafir Namah,2992,486,1889.0,False
Pinchez,3628,2360,1632.0,False
Alexandra Lyyli Ankrah,1503,2243,2872.0,False
ItsaGoinWrang #StaySafe,1314,1310,2181.0,False
Cassandra 💋,924,1523,45540.0,False
𝓟𝓻𝓲𝓽𝓪𝓶 𝓙𝓪𝓲𝓼𝔀𝓪𝓵,168,279,372.0,False
#ThatGuyOmosh👊🏾™,4837,5193,31028.0,False
Ellesmere Solicitors ⚖,650,500,54.0,False
BDA🇪🇺EU,377,533,491.0,False
ADB Europe,2380,3375,1923.0,False
TechGenyz,19519,14628,2112.0,False
Sumeet Singh Thakur,104,331,273.0,False
The New Indian Express,446499,552,540.0,False
Musafir Namah,2992,486,1889.0,False
KielKontrovers,961,2192,8774.0,False
Hamzat Lawal💡Hamzy! {Etim} 🔦,100446,7230,26052.0,False
Free Malaysia Today,153525,2,0.0,True
GlobalPandemic.NET,26098,25293,2.0,True
The Intensivist,533,146,2302.0,False
Riccardo Allione,571,884,5440.0,False
Spruha Educational Counselling Services,62,790,1282.0,False
Charlie Partridge,1307,1237,6250.0,False
Dorji Wangchuk 🌍 🇧🇹 🇬🇧,2900,231,1996.0,False
"Mantis Toboggan, M.D.",1,592,1848.0,False
WeddingsOnly.in,21,29,63.0,False
Expats.cz,5773,1752,360.0,False
KNOWLEDGE CAPSULES by Rajeev Poddar,687,145,685.0,False
meonomous (aka rob),430,624,21004.0,False
AndrewKlaus-Vineyard,767,1733,23461.0,False
Musafir Namah,2992,486,1889.0,False
TUCI,107,25,90.0,False
Ius Laboris,3532,262,990.0,False
Dr. Thomas Wilckens,3576,3137,10875.0,False
FAO in Kenya,12520,790,2485.0,False
Surgical Systems Research Group,239,248,642.0,False
Free Malaysia Today,153525,2,0.0,True
Jonathan Davis,1444,1287,1790.0,False
Blythe Gryphon,2590,2435,92196.0,False
Graham Thom,2462,1508,33009.0,False
ⓒⓕ,8737,3982,11864.0,False
Mao Zedong,1488,2376,1466.0,False
Prince Chiczo,9841,9268,74068.0,False
Nipu Saha,226,426,746.0,False
💧Corporate Governance,7317,2507,23647.0,False
ActivistBowen,3181,3969,4175.0,False
Richard Calhoun,23775,12233,78.0,False
Musafir Namah,2992,486,1889.0,False
Rodrigo de Matos,929,817,191.0,False
Justice Jimmy Is Still Gonna Vote For #Bernie2020,416,396,15046.0,False
Sundar Disilva 🌍,140,219,26353.0,False
MrsMcK,162,320,5323.0,False
Org. Internacional DD. HH. 18.10,246,231,1461.0,True
Musafir Namah,2992,486,1889.0,False
CP Gurnani,103956,446,1210.0,False
Szarita Laitphlang (ज़रिता लैतफलांग) زریتا لیتفلانگ,11709,3016,29445.0,False
Tumaini MAKOLE 🇹🇿,3676,2006,167127.0,False
In Goa 24x7,7022,7,1.0,True
M. S.,1476,2471,52795.0,False
UN Women Ukraine,1302,150,231.0,False
Reuters Events Renewables (Wind),5966,598,1513.0,False
Arc Data,551,1348,921.0,False
GRRA,162,106,192.0,False
Prudent Media,30414,31,36.0,False
Saltado,198,274,146.0,False
CannaChefNG,621,667,1316.0,False
LP Designs  UK,404,855,873.0,False
Paola Yanguas-Parra,365,474,1569.0,False
мєℓαиιи qυєєи 🏳️‍🌈👅,535,497,8993.0,False
A. Denisse,1394,2092,71306.0,False
Abhishek Parikh🇮🇳,533,14,30609.0,False
A. Denisse,1394,2092,71306.0,False
meonomous (aka rob),430,624,21004.0,False
CNA,980248,176,243.0,False
APN NEWS,20301,14,1494.0,False
The Intensivist,533,146,2302.0,False
bullringbash,569,1168,2087.0,False
Spruha Educational Counselling Services,62,790,1282.0,False
Ms. Montana,153,526,1402.0,False
Don't Prick,1465,1718,5622.0,False
Suzan,177,180,140.0,False
Rina Mae Acosta,1290,538,4024.0,False
British Chamber of Commerce | EU & Belgium,3424,1470,1293.0,False
Canada in Croatia and Kosovo,3208,963,248.0,False
Ariel Quiroz,238,632,7494.0,False
LIU Xin,236625,285,590.0,False
DefGif #blacklivesmatter,2054,2234,50948.0,False
Sangath,1912,256,609.0,False
Swachh Bharat Urban,216536,237,8252.0,False
Gulf Intelligence,8023,628,1515.0,False
Fight Inequality South Asia,75,252,63.0,False
#BBNaija #BBNaija2020 News,628,238,37.0,False
GCMonitoring,0,0,0.0,True
Pete Quily,6288,6507,1191.0,False
10 News First Sydney,59226,1407,3143.0,False
Jill Griffin,410,883,3033.0,False
SnowdogChampion,396,1227,10249.0,True
Olus KAYACAN,3476,7006,7517.0,False
EAPHM,61,24,40.0,False
CeGMeitY,182,6,131.0,False
TMZ Nigeria,1883,870,178.0,False
SmartDissent.com,55548,50785,18889.0,False
Vandita Tiwari,213,107,112.0,False
Khaosod English,38451,32,7.0,True
Dennis Koch,7734,7966,232785.0,False
K Wong,342,1213,2750.0,False
#TheFeedZW,13047,899,4508.0,False
Belle Baker,2348,2174,2940.0,False
Blogging Beautifully,7811,1364,14017.0,False
VIBA Explore Tours,946,1344,2407.0,False
Bamidele,788,2670,808.0,False
Bishop Ikedi,7729,551,588.0,False
Dr. ir Johannes Drooghaag (JD),27031,4156,189941.0,False
Tedros Adhanom Ghebreyesus,1251441,918,8794.0,False
#BBNaija #BBNaija2020 #BBNaijaLockdown,2123,2904,23.0,False
Deadman Rashaun,1808,1432,9865.0,False
Sameer Panda,609,408,5859.0,False
Stephen (I-WI)⚘🇺🇸🇩🇪⚘,430,70,68160.0,False
IANS Tweets,52732,45,66.0,False
PLO,654,197,2497.0,False
Dr. Pallavi Aga,4182,771,25971.0,False
South Asia Tax and Fiscal Justice Alliance-SATaFJA,12,42,0.0,True
TMZNaija,6321,563,191.0,False
Women's World Banking,23262,2149,5838.0,False
Partha S Kar,23769,6007,27765.0,False
Secretary General Of #Icons 💡™Ⓜ️,2339,2040,4304.0,False
FJJournal,254,27,81.0,False
Richard Cruz,1218,3120,1270.0,False
Pradeep Debata,139,374,457.0,False
Bhaskar Pant,48,2,22.0,False
Grant Rivers 🏳️‍🌈,9923,5850,210087.0,False
ZimCitizen,1318,496,55.0,False
UofG Nurse & Health,744,321,1019.0,False
SA Police Service 🇿🇦,666032,2414,5803.0,False
Kevin Randolph,45,55,4602.0,False
Sharon Practicing Media Distancing,4523,4607,79702.0,False
APN NEWS,20301,14,1494.0,False
Swachh Bharat Urban,216536,237,8252.0,False
Asia Global Institute,1946,553,696.0,False
Carles Dijous (AAlb),8968,5534,701.0,False
"Maryam Jaw Mbowe, MD",375,730,2727.0,False
Mohammed Farzan Ahmed,183,99,401.0,False
Hindustan Times,7669296,126,2954.0,False
247 Nigeria News Update,30112,210,489.0,False
Divya Dalal,1,4,0.0,True
goaloo.co,696,1107,4506.0,False
Talent Exchange & Infrastructure,82,15,38.0,True
ᴅᴏʟᴀɴ ᴛᴜᴍᴘ🎈,162,1105,1112.0,True
Udayavani,61773,117,4367.0,False
Agence Europe,607,105,29.0,False
Ernest Onyi,88,366,261.0,False
Botosynthesis - Let AI do it for you,5127,4867,2899.0,False
All India Radio News,2488328,17,632.0,False
MSSRF,5209,402,4957.0,False
Matthew Wall,9259,2566,596.0,False
CaroleChabalier,1588,1543,3407.0,False
Lizzy Lezzard,49,47,143.0,False
CaroleChabalier,1588,1543,3407.0,False
callersean,29,42,155.0,False
Cleaning Interactive 2020,70,523,15.0,True
Don't Prick,1465,1718,5622.0,False
Seema Prasad,119,636,124.0,False
NONDOKENYAOFFICIAL,1063,1393,397.0,False
RIVISI MIYELANI CHRISTOPHER,660,1136,919.0,False
Nessa Childers,9098,1501,568.0,False
Colin Williams,12444,11614,12684.0,False
NeeCoin,9,0,19.0,True
Pratidin Time,75715,183,3.0,True
🕴️⚔️BRO.JOWELL⚔️🕴️,101,102,3704.0,False
Appier,849,268,108.0,False
Mark Innes,1210,977,200.0,False
John,158,359,246.0,False
Rachel Hubbard #NotMyGovernment #NotMyPM,3953,4998,77762.0,False
Sandra,680,231,159540.0,False
SAP Industries,10059,4486,2995.0,False
Aeris,75,12,111.0,True
Maddie Smith,43,372,459.0,False
Marmore MENA Intelligence,1267,539,335.0,False
NigeriaInfoPH,54914,324,971.0,False
Dorji Wangchuk 🌍 🇧🇹 🇬🇧,2900,231,1996.0,False
Peter Jael,741,1128,9403.0,False
Opolot Nicholas L'akwang,974,3025,976.0,False
Movies Plug,124,116,15.0,True
Susette Magana | Therapist,348,984,3665.0,False
Mense Beck 🇪🇺🌍🌿,713,1137,14273.0,False
Surjit Singh,51,93,8114.0,False
ActivistBowen,3181,3969,4175.0,False
UN-Habitat,106701,1118,9590.0,False
Jennifer Heighton,759,818,9901.0,False
Christian Isah,21,425,342.0,False
CoreCleaningServices,2388,1445,961.0,False
World Medical Association,13223,3191,58.0,False
World Bank Asia Pacific,101755,531,491.0,False
dєв🧙‍♀️,837,658,8350.0,False
NHS Bradford District & Craven CCG#StillHereToHelp,6755,1088,4673.0,False
LaurelMd,103,29,16.0,False
Kashmir Focus,3954,399,366.0,False
Bovungana,3489,2918,4714.0,False
Rivers PHEOC,2256,210,120.0,False
ActivistBowen,3181,3969,4175.0,False
newlife,191,240,9156.0,False
OnTheFritz,2208,3892,14312.0,False
Aditya Lok Pathak,345,557,539.0,False
Sharon Practicing Media Distancing,4523,4607,79702.0,False
Aditya Lok Pathak,345,557,539.0,False
Sarah,344,563,366.0,False
Aditya Lok Pathak,345,557,539.0,False
Craig Hill,2281,544,16059.0,False
Steffy Thevar,1344,394,604.0,False
Dr. Thomas Wilckens,3576,3137,10875.0,False
Telangana Fights COVID,659,80,288.0,True
Trupti Ranjan Sahu,558,237,1856.0,False
WriteFilmSleepRepeat #BLM 📃🎥🎙️,4585,4570,4997.0,False
Covid-19 Food/Future,1898,172,916.0,True
IOL News,437992,11576,2045.0,False
Rikki,2475,3164,109.0,False
anil lulla,475,452,12243.0,False
COVID19 in Asia-Pacific,37827,136,118.0,False
Surjit Singh,51,93,8114.0,False
Phillip Moritz,242,433,345.0,False
Farhad TOOR,114,627,1978.0,False
Mao Zedong,1488,2376,1466.0,False
Marita Hennessy,9019,9398,68024.0,False
Louise,198,153,2573.0,False
Jairaj P,6160,827,669.0,False
Christian AGAYA,45,38,57.0,False
CNBC Africa,241340,655,893.0,False
Danny Nel,6138,6678,16496.0,False
SRJC,1844,846,3522.0,False
vivek chadha,85,50,200.0,False
ombaggio,2397,2975,4788.0,False
StayHomeStaySafe nCov19 Covid19 Corona Virus,8883,1278,27613.0,False
University of Sydney,78677,247,15145.0,False
Trade With J.R.,7,24,1.0,True
Himalayan Mail,2328,204,169.0,False
PanafriKan-Guru™,1595,2300,15986.0,False
WhyPhi,0,23,4.0,True
Mosia Katse,3662,2647,64925.0,False
CYAKOTYI,91,213,81.0,True
Imagine Center for Psychological Health,1203,10,12.0,True
eMentoringAfrica,457,499,332.0,False
Elaine A.,117,210,17680.0,False
IANS Tweets,52732,45,66.0,False
Youngjohncomedy,49,186,1198.0,False
The Dynasty,3498,4429,21817.0,False
Blood Donors India,1216861,2072,19520.0,False
Maroun Bedran | مارون بدران,4781,703,9691.0,False
vicky thompson,439,674,5030.0,False
Aranti Capital Limited,4,47,0.0,True
chemist omo chemist,2998,2939,28055.0,False
Emanuele Capobianco,2731,698,4694.0,False
KZN Provincial Gov,26018,3138,3164.0,False
Sunil Malhotra,2765,952,10041.0,False
MDH,16,10,3.0,True
RDXGOA,3959,16,85.0,False
Ariana News,124804,85,84.0,False
Blood Donors India,1216861,2072,19520.0,False
Team Yeshua,1395,8,40508.0,False
Andrew Lofthouse,9349,1022,902.0,False
PMEWhite,328,105,1077.0,False
Mona Ambegaonkar,15537,688,17644.0,False
AZALE Communications,47,166,120.0,False
NextBillion,103954,12402,4578.0,False
Gavin Drew #Russia_made_me_do_it,368,905,10635.0,False
Travelenti_ZA,786,799,478.0,False
Chartered College of Teaching,43410,7017,19071.0,False
SpeedBird,23563,10179,3317.0,False
TheSouthAfrican.com,36576,17302,1445.0,False
TV9 Telugu,398718,62,230.0,False
48forward,769,1463,1273.0,False
IndiaSpend,57952,124,265.0,False
$hweta $ohu,57,10,90.0,False
The CEO Zimbabwe,8447,970,22623.0,False
M.P. Students Unity (IND),3557,3772,943.0,True
The Christian Press,62,473,200.0,False
विनीत रिछारिया,290,1915,1157.0,False
Thomas Heimann,738,629,509.0,False
Apostolos Klitsoyiannis,2347,1138,107.0,False
The Global Fund,223828,3737,1673.0,False
KetoEnergies,34,175,2.0,True
Lok.,18946,92,405.0,False
APO Group English,10678,6,2038.0,False
Muzamil,578,1525,1157.0,False
#21 R. CLEMENTE,48,376,7568.0,False
Princeps Pict🏴󠁧󠁢󠁳󠁣󠁴󠁿,24,320,754.0,True
TheGuru,47,133,1509.0,False
Make Australia Right Again,133,145,0.0,True
HPN,8989,510,561.0,False
Susan Danzig #44,6047,3797,255026.0,False
THE HERETIC,6430,6342,1429.0,False
kerry Hooper🌹,1066,431,14326.0,False
Tap Persia,134,415,461.0,False
Anne M,13,32,1757.0,True
Andrew Spence,12128,4899,9911.0,False
Junaid ansari,14,73,720.0,False
Matthew Ross,2255,2573,53411.0,False
Knowthing👇,873,226,9605.0,False
KK_10,23544,22819,3646.0,False
DanielTech 📟🧭,180,144,215.0,False
X Æ A-12,1763,3157,7530.0,False
Julien Demassey,759,1102,7884.0,False
Sylvester Amenu ,2312,1865,51789.0,False
X Æ A-12,1763,3157,7530.0,False
X Æ A-12,1763,3157,7530.0,False
Nordic Co-operation,9764,1440,8541.0,False
Craig McEntee,167,369,1098.0,False
Avraham Adler,819,658,112272.0,False
The Hawk,2096,802,14.0,False
Teresa Owusu-Adjei,1420,1270,1157.0,False
Global Education Monitoring Report UNESCO,85707,1560,1637.0,False
Ellen Ghysbrechts,548,680,4400.0,False
BOOM Live,61422,1180,1787.0,False
IAM Platform,17922,14924,65466.0,False
JAYMOE609,47,94,24.0,True
"ePatrakaar- News, Views & Analysis",2264,160,2850.0,False
Agence Europe,607,105,29.0,False
"ePatrakaar- News, Views & Analysis",2264,160,2850.0,False
Martin in Yorkshire #WearAMask,401,406,14919.0,False
"ePatrakaar- News, Views & Analysis",2264,160,2850.0,False
Mater,1720,372,1393.0,False
ABC Melbourne,202238,3147,5456.0,False
Alan Brown,312,1547,16973.0,False
Red Indian,3277,578,128032.0,False
SAHTACtweets,218,352,445.0,False
Living Frugally,72,188,42.0,False
Amanda Whittaker,1291,1685,14627.0,False
Nophar Geifman,333,249,236.0,False
Bob Mori,221,866,20026.0,False
FinancialXpress,662157,37,110.0,False
Daron,12977,2175,7893.0,False
@LotusFM,51516,288,2464.0,False
Goaco,42,53,92.0,True
Greg Carter,527,384,277.0,False
Lucky13,4420,4498,98379.0,False
VideoChinaTV,358,204,256.0,False
It's My Tirupati,864,0,252.0,False
eMartmarket,375,1305,74.0,False
CMC,32,74,4363.0,False
Telugu Bullet,731,909,1.0,True
Dr Charlotte Hammer,2029,4989,3595.0,False
Irene Monasterolo,1080,419,2984.0,False
jeanne smith,2635,3416,36635.0,False
Fowler's Left Peg,185,1461,4873.0,False
Joseph (JD) D'Cruz,5204,4283,4070.0,False
Ruthy LMT,24,66,60.0,False
Adam's Love Global,596,98,994.0,False
C Biscuit,99,164,3727.0,False
Miroslav Marence,548,341,59.0,False
Bare the Unknown ♌️,83,202,2530.0,True
The Hawk,2096,802,14.0,False
Charles Alari EGH.,722,3592,555.0,False
DY365,64168,368,200.0,False
Ipsos in MENA,3773,738,919.0,False
FSD Kenya,5508,518,3336.0,False
ResponsibleBusiness,885,1282,659.0,False
GET.invest,722,382,1253.0,False
NEWS9,25689,6,85.0,False
Santo!,333,777,3974.0,False
Parody Matt Hancock,2880,186,985.0,True
Glen Hodgetts,214,127,355.0,False
Muhit,615,4998,14331.0,False
Stefan Simanowitz,38347,7613,23172.0,False
Jacinta Nkem,11,18,27.0,False
Jayne Brownridge,347,309,28705.0,False
ItsaGoinWrang #StaySafe,1314,1310,2181.0,False
Deborah Young,529,1394,58553.0,False
Lds,527,155,1489.0,False
Eclectic Northeast Magazine,9499,30,1344.0,False
Covidiot Nation,2,33,2.0,True
shamrocksoup🇪🇺🦔,703,1061,43145.0,False
Dennis Boella North,1171,940,26012.0,False
Isle of Wight County Press,20359,225,343.0,False
Nicola Smith,16214,3726,17974.0,False
PIB in Jammu and Kashmir,6265,127,105.0,False
ResponsibleHyderabadi,81,96,159.0,True
Dan Morrissey,11483,2451,12555.0,False
Atle Mesøy,883,3138,8574.0,False
Secular Citizen MD,20765,20533,24793.0,False
IANS Tweets,52732,45,66.0,False
Francesca Maimone,104,143,3947.0,True
"Freddy Pizart, R.N.",153,259,1.0,True
"Freddy Pizart, R.N.",153,259,1.0,True
EiE Nigeria,236432,782,4619.0,False
sreejesh sp,7,67,1.0,True
"Freddy Pizart, R.N.",153,259,1.0,True
Monique Hurley,1915,2229,7868.0,False
Michael Simire,4953,3405,21927.0,False
Roger Mathisen,3000,5001,13625.0,False
Paul,172,217,151.0,False
Eurofins Genomics,550,190,670.0,False
Martin in Yorkshire #WearAMask,401,406,14919.0,False
SJB ⚛️ 🌺 🧬 🔬 🦠👩‍🔬🧪#Resist #Idiocracy,140,1699,16076.0,False
Virus Bioinformatics,1668,191,369.0,False
Rina Mae Acosta,1290,538,4024.0,False
junesim63,4241,4153,109631.0,False
THE REAL,933,1510,23063.0,False
UK in Belgium🇬🇧🇧🇪,6511,1806,1603.0,False
Scandalo al Sole,880,623,9942.0,False
Global Times,1890595,517,282.0,False
Giving Voice,12199,396,9790.0,False
SnowdogChampion,396,1227,10249.0,True
EMS Daily,1144,89,78.0,False
Range Developments,419,556,192.0,False
EECAMenEngage,299,531,655.0,False
TrillSouth,5337,1059,95.0,False
amokeg,484,1348,294.0,False
Venues of Excellence,10878,7295,3119.0,False
AzerNews,3333,1935,235.0,False
Iran News Wire,14787,257,15711.0,False
ness,23,635,21.0,False
Sandeep Kumar Hazra,2,77,88.0,True
Professor,84,129,43.0,False
Ed Dyer,321,1312,1377.0,False
Paul Griffiths,2012,1994,36198.0,False
Matt Farrauto,613,1230,2483.0,False
Claire Isabel ™ ☆ 🐨,1440,4918,7177.0,False
Prudent Media,30414,31,36.0,False
Kat KNOWs #tRump is clear & present danger 🐬🐳🌊,3719,3790,79303.0,False
ES Systems Ltd,1950,275,75.0,False
Political Cartoon,21587,218,8181.0,False
Dorji Wangchuk 🌍 🇧🇹 🇬🇧,2900,231,1996.0,False
Villgro Kenya,1193,493,1894.0,False
MANIK SING,2,98,106.0,False
Medical Science and Technology #StayAlert,229,1,83.0,False
Global Times,1890595,517,282.0,False
Mad Fucking Witches,27594,4663,79162.0,False
Stskotty,133,643,1857.0,False
United Purpose,3577,4002,1444.0,False
SAHTACtweets,218,352,445.0,False
FX16 News,75004,1337,32.0,False
earnmoneylife,2,3,0.0,True
🎧 Emma Kidby 🎶,620,583,9407.0,False
سومیت سریواستوو (رودر),168,634,1518.0,False
سومیت سریواستوو (رودر),168,634,1518.0,False
سومیت سریواستوو (رودر),168,634,1518.0,False
Joe Jenkins,449,544,1633.0,False
Dominic Harrison,8045,6233,87.0,False
سومیت سریواستوو (رودر),168,634,1518.0,False
Prince Osinbajo,25,23,95.0,True
Emma D'Agostino,1285,2926,1595.0,False
Rami Zahran,801,112,53.0,False
APN NEWS,20301,14,1494.0,False
Jenn_Vega1,143,270,280.0,False
Republican Quotes,22872,11501,130.0,False
Gayan Koralage,27,111,21.0,True
SmartDissent.com,55548,50785,18889.0,False
Carles Dijous (AAlb),8968,5534,701.0,False
Abdul Razaq,31956,27656,16660.0,False
Healthybowls,52,167,6.0,True
gopee,954,806,21135.0,False
Firstpost,2073583,902,361.0,False
C-SUM : Centre for Strategic Urban Management,53,20,43.0,True
M India News,137,99,13.0,True
JoanneJoJo Collins,2439,2864,27315.0,False
Sergio A. Silverio,542,1023,2967.0,False
Global Times,1890595,517,282.0,False
Blinkered Britain,4920,2801,15264.0,False
Mat,791,848,41.0,False
Abdul Sattar,30,35,548.0,False
Travel Tomorrow,1486,3643,229.0,True
Dr Melanie O'Brien,3383,4037,42724.0,False
NHS Cambs and Pboro CCG,11109,827,1918.0,False
Political Cartoon,21587,218,8181.0,False
GUARDIAN,263,933,371.0,False
M India News,137,99,13.0,True
Tourism North West,8450,221,634.0,False
Dark Matter Zine,3285,2147,38008.0,False
Asia Society Hong Kong Center 亞洲協會香港中心,2164,647,989.0,False
RDA,1243,752,3636.0,False
zameerahmedjumlana,80,364,21888.0,False
Liverpool City Council,127487,1541,16394.0,False
Marmore MENA Intelligence,1267,539,335.0,False
Prince Osinbajo,25,23,95.0,True
Mirror Now,85500,30,1.0,True
Azeem Khan,5,46,212.0,True
Kendriya Sainik Board,5625,213,2117.0,False
Anirudh Kumar Mishra,89182,0,7712.0,False
The Indian Pharma,94,342,239.0,False
Beverly Guest,1646,1623,24232.0,False
Ricky Mugabi,323,203,160.0,False
invape,330,1303,1489.0,False
Dr. Vivek Nuktey #ToBeDrCRIME ?,465,2129,9012.0,False
Network Rail,188206,245,7825.0,False
Suresh Subbiah,58,256,4105.0,False
Big Brother Naija Lockdown,1827,5000,9983.0,False
ADITYA VIKRAM JASWAL,1179,705,593.0,False
Shailly Gupta,1732,1216,9629.0,False
Dr. Som Dutta,12653,3645,2166.0,False
_._SaRaVaNa_KuMaR_._,51,362,22541.0,True
Mejja wa GITUGI,4961,5299,7739.0,False
Trend News Agency,6285,147,153.0,False
All India Radio News,2488328,17,632.0,False
JulieMugure,311,715,2533.0,False
WION,237617,91,7570.0,False
Joung-ah Ghedini-Williams,1998,312,1336.0,False
Danny Nel,6138,6677,16496.0,False
Trend News Agency,6285,147,153.0,False
AA Energy,5998,9,0.0,True
The National TV,28,4,42.0,False
MUSTACHIOSAURUS,132,325,2833.0,False
ShadowBanned!,6287,6364,24160.0,False
DUZ International,601,441,926.0,False
かわたる,6242,6155,745.0,False
(((Rich Stein)))Be😷Safe🦠Test&Trace*Chiffrephile*,794,4997,29394.0,False
#BBNaijia2020,33269,15028,1970.0,False
Zimbabwe Environmental Law Association (ZELA),7543,1177,4361.0,False
Reed Exhibitions,1711,419,528.0,False
INTERPOL_Cyber,76489,512,2701.0,False
Gregory D. Evans,7173,1128,246.0,False
COVID Scale,910,2,8.0,True
Suraksha Construction,5,15,2.0,True
Tom Marriott - DM Punk,450,983,689.0,False
SD Worx UK & Ireland,3253,2954,4519.0,False
Haybury,1069,1176,946.0,False
AHAR,771,28,530.0,False
#BBNaijia2020,33269,15028,1970.0,False
cavey65,102,123,1270.0,False
Gifty😉,2255,1178,13356.0,False
Eric D,12482,9232,34637.0,False
MissMilesss,226,799,4515.0,False
//Sub/Corpus,2810,258,1172.0,False
#copaartist,932,650,222.0,False
Martin_Matin,208,394,2141.0,True
Money Management,11864,186,228.0,False
Tokan Foundation,315,273,242.0,False
Trust for London,23216,17817,2555.0,False
Renée W.,586,3774,47882.0,False
VAST Services (1920),2826,811,1217.0,False
𝓜𝓸𝓵𝓵𝔂 😈.,38,272,103.0,True
World Economic Forum,3831277,507,1785.0,False
Sitendu Das,200,337,248.0,False
Gulf Intelligence,8023,628,1515.0,False
ross clelland,845,405,11211.0,False
TheMorningStandard,802,10,3.0,True
South African Magazine,42792,21873,120.0,False
Givey,5740,5720,3703.0,False
wezhara wezheve,1113,1126,1434.0,False
Salt AU,8121,4925,111.0,False
Forest Interactive,1144,1310,12433.0,False
